,Unnamed: 0,car_name,car_prices_in_rupee,kms_driven,fuel_type,transmission,ownership,manufacture,engine,Seats
1605,1605,Volvo S60 D4,16.8,99000,Diesel,Automatic,1st Owner,2017,1497,5
1606,1606,Toyota Fortuner 4x2,16.1,177000,Diesel,Manual,1st Owner,2014,1497,5
1607,1607,Kia Seltos HTX,13.9,43000,Petrol,Manual,1st Owner,2019,1995,5
1608,1608,Mahindra XUV300 W8,12.6,40000,Diesel,Manual,1st Owner,2019,1968,5
1609,1609,BMW X1 sDrive,32.5,65000,Diesel,Automatic,1st Owner,2019,1248,5
1610,1610,Audi A3 35,25.8,39000,Diesel,Automatic,1st Owner,2020,1497,7
1611,1611,Maruti Vitara Brezza,9.8,48000,Diesel,Manual,1st Owner,2018,1582,5
1612,1612,Mahindra Marazzo M2,10.25,77000,Diesel,Manual,1st Owner,2019,1493,7
1613,1613,Hyundai Creta 1.6,10.25,52000,Diesel,Manual,1st Owner,2018,1498,7
1614,1614,Mahindra TUV 300,9.7,27000,Diesel,Manual,1st Owner,2018,1497,5
1615,1615,Honda BR-V i-DTEC,9.65,47000,Diesel,Manual,1st Owner,2018,1498,5
1616,1616,Tata Nexon 1.5,9.55,42000,Diesel,Manual,2nd Owner,2019,1591,5
1617,1617,Honda WR-V i-DTEC,9.3,42000,Diesel,Manual,1st Owner,2018,1598,5
1618,1618,Hyundai Creta 1.6,8.95,48000,Petrol,Manual,1st Owner,2016,1198,5
1619,1619,Maruti SX4 S,8.55,59000,Diesel,Manual,1st Owner,2017,1493,7
1620,1620,Tata Nexon 1.2,8.35,27000,Petrol,Manual,1st Owner,2019,999,7
1621,1621,Mahindra TUV 300,8.0,44000,Diesel,Manual,1st Owner,2016,1248,7
1622,1622,Renault Triber RXZ,8.0,5000,Petrol,Automatic,1st Owner,2021,1498,5
1623,1623,Maruti Ertiga ZDI,7.4,78000,Diesel,Manual,1st Owner,2013,1497,7
1624,1624,Ford Ecosport 1.5,7.0,57000,Diesel,Manual,1st Owner,2016,999,5
1625,1625,Honda Mobilio V,6.05,48000,Petrol,Manual,2nd Owner,2014,1498,5
1626,1626,Ford Ecosport 1.0,5.9,56000,Petrol,Manual,1st Owner,2014,1461,5
1627,1627,Volkswagen Vento 1.5,5.5,15000,Diesel,Manual,1st Owner,2013,1497,5
1628,1628,Renault Duster 110PS,5.65,77000,Diesel,Manual,2nd Owner,2012,2179,5
1629,1629,Honda City i-VTEC,8.5,60000,Petrol,Manual,1st Owner,2018,1198,5
1630,1630,Land Rover Range,20.0,65000,Diesel,Automatic,2nd Owner,2013,1199,5
1631,1631,Honda Jazz X,3.9,61985,Petrol,Manual,1st Owner,2012,1197,5
1632,1632,Honda Amaze V,8.2,19000,Petrol,Manual,1st Owner,2019,1199,5
1633,1633,Maruti Swift Dzire,7.5,30000,Petrol,Manual,1st Owner,2019,1197,5
1634,1634,Honda Jazz 1.2,7.0,41000,Petrol,Manual,1st Owner,2018,1197,5
1635,1635,Hyundai Grand i10,6.75,6834,Petrol,Manual,1st Owner,2020,1591,5
1636,1636,Maruti Swift Dzire,3.7,112160,Petrol,Manual,1st Owner,2013,1462,5
1637,1637,Hyundai Creta 1.6,11.0,16118,Petrol,Automatic,1st Owner,2018,1461,5
1638,1638,Maruti Ciaz Alpha,9.9,47000,Petrol,Manual,1st Owner,2020,1598,5
1639,1639,Renault Duster 110PS,4.2,80000,Diesel,Manual,2nd Owner,2012,1462,5
1640,1640,Skoda Rapid 1.6,8.93,24000,Petrol,Manual,1st Owner,2020,998,5
1641,1641,Maruti Ciaz Alpha,8.65,46000,Petrol,Automatic,1st Owner,2018,1197,5
1642,1642,Maruti Baleno RS,7.85,30000,Petrol,Manual,1st Owner,2017,1197,5
1643,1643,Hyundai i20 Active,7.65,30000,Petrol,Manual,1st Owner,2017,1396,5
1644,1644,Maruti Swift Dzire,7.55,31000,Petrol,Manual,1st Owner,2017,1248,5
1645,1645,Hyundai Elite i20,7.5,46000,Diesel,Manual,1st Owner,2018,1199,5
1646,1646,Maruti Baleno 1.3,7.43,44000,Diesel,Manual,1st Owner,2016,1498,5
1647,1647,Honda Jazz V,7.3,40000,Petrol,Manual,1st Owner,2019,1197,5
1648,1648,Honda City i,7.05,39000,Diesel,Manual,1st Owner,2016,1197,5
1649,1649,Hyundai i20 Asta,4.5,63759,Petrol,Manual,1st Owner,2013,1199,5
1650,1650,Hyundai i20 Active,6.99,29000,Petrol,Manual,2nd Owner,2018,1197,5
1651,1651,Honda Jazz 1.2,6.95,42000,Petrol,Manual,1st Owner,2017,1197,5
1652,1652,Hyundai i20 Sportz,6.75,37000,Petrol,Manual,1st Owner,2017,1497,5
1653,1653,Maruti Swift VXI,6.75,40000,Petrol,Manual,1st Owner,2019,1199,5
1654,1654,Honda City i,6.45,33000,Petrol,Manual,1st Owner,2014,998,5
1655,1655,Honda Jazz 1.2,6.4,26000,Petrol,Manual,1st Owner,2018,1373,5
1656,1656,Hyundai Venue SX,11.95,24000,Petrol,Automatic,1st Owner,2021,1497,7
1657,1657,Maruti Ciaz VXi,4.5,156596,Petrol,Manual,1st Owner,2015,1798,5
1658,1658,Honda BR-V i-VTEC,5.8,98778,Petrol,Manual,1st Owner,2017,1197,5
1659,1659,Skoda Superb Elegance,8.0,145000,Petrol,Automatic,2nd Owner,2010,1968,5
1660,1660,Hyundai i20 1.2,7.9,26000,Petrol,Manual,1st Owner,2018,1197,5
1661,1661,Skoda Octavia 2.0,17.5,60000,Diesel,Automatic,2nd Owner,2017,1199,5
1662,1662,Maruti Baleno 1.2,5.6,560000,Petrol,Manual,1st Owner,2017,1199,5
1663,1663,Honda Jazz 1.2,6.35,45000,Petrol,Manual,1st Owner,2017,1598,5
1664,1664,Tata Tiago XZA,6.25,27000,Petrol,Automatic,1st Owner,2019,1798,5
1665,1665,Skoda Rapid 1.6,8.6,43000,Petrol,Automatic,1st Owner,2018,1968,5
1666,1666,Toyota Corolla Altis,9.9,37000,Petrol,Manual,1st Owner,2015,1197,5
1667,1667,Audi Q3 2.0,19.9,46000,Diesel,Automatic,1st Owner,2014,1199,5
1668,1668,Hyundai i10 Sportz,2.8,51366,Petrol,Automatic,1st Owner,2011,1497,5
1669,1669,Honda Jazz 1.2,6.3,77331,Petrol,Automatic,1st Owner,2017,1984,5
1670,1670,Honda City i,6.3,77783,Petrol,Manual,1st Owner,2016,1493,7
1671,1671,Skoda Superb LK,22.5,44000,Diesel,Automatic,1st Owner,2016,1198,5
1672,1672,Mahindra TUV 300,6.25,56276,Diesel,Automatic,2nd Owner,2018,1248,5
1673,1673,Honda Brio V,2.9,44408,Petrol,Manual,2nd Owner,2012,999,5
1674,1674,Tata Manza Aqua,1.5,80000,Diesel,Manual,1st Owner,2010,1368,5
1675,1675,Volkswagen Ameo 1.0,6.1,20000,Petrol,Manual,1st Owner,2019,2198,7
1676,1676,Jeep Compass 1.4,23.9,19000,Petrol,Automatic,1st Owner,2021,1462,5
1677,1677,Ford Endeavour 2.2,27.0,73500,Diesel,Automatic,1st Owner,2019,1248,5
1678,1678,Maruti Ciaz Delta,8.1,28783,Petrol,Automatic,1st Owner,2019,1422,5
1679,1679,Maruti Vitara Brezza,9.75,43000,Diesel,Manual,1st Owner,2018,1197,5
1680,1680,Skoda Fabia 1.4,1.5,117500,Diesel,Manual,2nd Owner,2010,1198,5
1681,1681,Maruti Swift Dzire,4.5,46352,Petrol,Automatic,1st Owner,2012,1197,5
1682,1682,Volkswagen Ameo 1.2,4.4,84123,Petrol,Manual,1st Owner,2017,796,5
1683,1683,Hyundai i20 Asta,7.8,22773,Petrol,Manual,1st Owner,2019,1199,5
1684,1684,Maruti Alto 800,3.0,20000,Petrol,Manual,2nd Owner,2017,2143,5
1685,1685,Chevrolet Beat LT,1.75,77075,Petrol,Manual,3rd Owner,2011,999,5
1686,1686,Mercedes-Benz GLC Progressive,43.0,38000,Diesel,Automatic,1st Owner,2018,2143,5
1687,1687,Renault KWID 1.0,2.1,70000,Petrol,Manual,1st Owner,2016,1242,5
1688,1688,Mercedes-Benz GLA Class,20.5,40000,Diesel,Automatic,1st Owner,2016,1197,5
1689,1689,Fiat Palio 1.2,5.5,20000,Petrol,Manual,1st Owner,2002,796,5
1690,1690,Hyundai Grand i10,3.85,60000,Petrol,Manual,1st Owner,2016,998,5
1691,1691,Maruti Alto LXi,1.85,19521,Petrol,Manual,1st Owner,2008,2393,7
1692,1692,Maruti Alto K10,3.8,19800,Petrol,Automatic,2nd Owner,2017,1364,5
1693,1693,Toyota Innova Crysta,19.75,50000,Diesel,Manual,1st Owner,2019,1497,5
1694,1694,Toyota Etios VXD,5.85,50000,Diesel,Manual,1st Owner,2012,1493,7
1695,1695,Honda City i-VTEC,10.5,37000,Petrol,Manual,1st Owner,2019,1498,5
1696,1696,Mahindra TUV 300,8.0,40000,Diesel,Manual,1st Owner,2019,1497,5
1697,1697,Honda WR-V i-DTEC,8.25,10700,Diesel,Manual,1st Owner,2017,1197,5
1698,1698,Honda City i,6.1,31800,Petrol,Manual,1st Owner,2014,1199,5
1699,1699,Maruti Baleno 1.2,5.79,32400,Petrol,Manual,1st Owner,2016,1197,5
1700,1700,Honda Amaze VX,7.85,4700,Petrol,Manual,1st Owner,2020,1248,5
1701,1701,Hyundai Grand i10,5.25,33500,Petrol,Manual,1st Owner,2018,1582,5
1702,1702,Maruti Swift Dzire,6.99,54800,Diesel,Manual,1st Owner,2018,998,5
1703,1703,Hyundai Verna CRDi,7.99,44000,Diesel,Manual,1st Owner,2017,1199,5
1704,1704,Maruti Wagon R,4.15,19000,Petrol,Manual,1st Owner,2014,1197,5
1705,1705,Honda Jazz VX,7.89,22000,Petrol,Automatic,1st Owner,2019,1199,5
1706,1706,Hyundai i20 Sportz,7.85,12900,Petrol,Manual,1st Owner,2020,998,5
1707,1707,Honda Amaze V,7.8,22700,Petrol,Automatic,1st Owner,2019,1086,5
1708,1708,Maruti Zen Estilo,1.89,69000,Petrol,Manual,2nd Owner,2010,1197,5
1709,1709,Hyundai Santro Xing,2.69,60000,Petrol,Manual,1st Owner,2012,1497,5
1710,1710,Hyundai i20 Sportz,9.0,9500,Petrol,Manual,1st Owner,2020,1497,5
1711,1711,Honda City i-VTEC,9.8,15000,Petrol,Manual,1st Owner,2021,2393,7
1712,1712,Kia Seltos HTK,12.6,19000,Petrol,Manual,1st Owner,2020,1196,5
1713,1713,Toyota Innova Crysta,30.5,3500,Diesel,Automatic,1st Owner,2022,998,5
1714,1714,Ford Figo Petrol,1.9,81721,Petrol,Manual,1st Owner,2010,1196,5
1715,1715,Maruti Zen Estilo,2.1,109656,Petrol,Manual,1st Owner,2012,998,5
1716,1716,Ford Figo Petrol,1.95,87955,Petrol,Manual,1st Owner,2012,1197,5
1717,1717,Maruti Alto K10,3.3,50000,Petrol,Automatic,1st Owner,2015,2993,5
1718,1718,Maruti Swift Dzire,8.0,12990,Petrol,Automatic,1st Owner,2019,2987,7
1719,1719,BMW 5 Series,29.99,75099,Diesel,Automatic,1st Owner,2014,1498,5
1720,1720,Mercedes-Benz GL-Class 350,14.5,120000,Diesel,Automatic,1st Owner,2010,1197,5
1721,1721,Skoda Rapid 1.5,5.95,70000,Diesel,Automatic,2nd Owner,2015,1330,5
1722,1722,Hyundai i20 Asta,2.5,90000,Petrol,Manual,2nd Owner,2009,1591,5
1723,1723,Renault Duster RXS,12.5,10000,Petrol,Automatic,2nd Owner,2021,1598,5
1724,1724,Hyundai Creta 1.6,12.75,44000,Petrol,Automatic,1st Owner,2018,1198,5
1725,1725,Skoda Rapid Ultima,6.89,29500,Petrol,Automatic,1st Owner,2013,1493,7
1726,1726,Honda Brio V,3.15,81200,Petrol,Manual,1st Owner,2013,1498,5
1727,1727,Mahindra TUV 300,7.0,50000,Diesel,Automatic,1st Owner,2016,1199,5
1728,1728,Volkswagen Vento 1.5,6.1,141383,Diesel,Automatic,1st Owner,2016,1582,5
1729,1729,Honda Amaze VX,8.0,34392,Petrol,Automatic,1st Owner,2019,1197,5
1730,1730,Hyundai Verna SX,6.0,90000,Diesel,Automatic,1st Owner,2013,1998,5
1731,1731,Hyundai Grand i10,3.9,47681,Petrol,Manual,1st Owner,2014,1086,5
1732,1732,Mini Cooper Countryman,40.99,25900,Petrol,Automatic,1st Owner,2019,993,5
1733,1733,Hyundai Santro Xing,1.55,120000,Petrol,Manual,3rd Owner,2009,1197,5
1734,1734,Maruti Zen LXI,5.5,68952,Petrol,Manual,2nd Owner,2003,1497,5
1735,1735,Hyundai i10 Asta,3.35,41525,Petrol,Manual,2nd Owner,2011,1353,5
1736,1736,Tata Altroz XZ,8.9,15000,Diesel,Manual,1st Owner,2021,1956,5
1737,1737,Kia Seltos GTX,18.25,11000,Petrol,Automatic,1st Owner,2021,1498,5
1738,1738,Jeep Compass 2.0,19.5,29990,Diesel,Manual,1st Owner,2019,1493,5
1739,1739,Honda City ZX,14.5,25000,Petrol,Automatic,1st Owner,2020,1498,5
1740,1740,Hyundai Verna SX,15.0,20000,Diesel,Automatic,1st Owner,2022,1498,5
1741,1741,Ford Figo 1.5D,4.0,90000,Diesel,Manual,2nd Owner,2016,1497,5
1742,1742,Honda WR-V i-DTEC,8.75,80000,Diesel,Manual,1st Owner,2018,2179,8
1743,1743,Honda City i,8.5,50000,Petrol,Automatic,2nd Owner,2016,1798,5
1744,1744,Mahindra Scorpio SLE,4.8,90000,Diesel,Manual,2nd Owner,2010,1197,5
1745,1745,Toyota Corolla Altis,9.26,70000,Petrol,Automatic,2nd Owner,2015,999,5
1746,1746,Maruti Ignis Delta,6.0,20000,Petrol,Automatic,1st Owner,2020,796,5
1747,1747,Skoda Rapid 1.0,9.9,25000,Petrol,Automatic,1st Owner,2018,1968,5
1748,1748,Maruti Alto LXi,5.5,60000,Petrol,Manual,2nd Owner,2006,1497,5
1749,1749,Audi Q3 35,22.05,56000,Diesel,Automatic,1st Owner,2015,1496,5
1750,1750,Honda City i,8.5,53000,Petrol,Automatic,1st Owner,2016,1968,5
1751,1751,Ford Ecosport Sports,9.7,10000,Petrol,Manual,1st Owner,2020,2393,7
1752,1752,Audi A4 2.0,10.5,110000,Diesel,Automatic,1st Owner,2012,1598,5
1753,1753,Toyota Innova Crysta,22.0,99990,Diesel,Manual,1st Owner,2018,1995,5
1754,1754,Skoda Rapid 1.6,4.2,68000,Petrol,Manual,2nd Owner,2014,1197,5
1755,1755,BMW 5 Series,21.0,68500,Diesel,Automatic,4th Owner,2014,999,5
1756,1756,Maruti Swift ZXi,5.75,50599,Petrol,Manual,2nd Owner,2015,1497,5
1757,1757,Volkswagen Polo 1.0,4.85,54431,Petrol,Manual,2nd Owner,2015,1498,5
1758,1758,Honda City i-VTEC,9.5,65855,Petrol,Automatic,1st Owner,2019,0,5
1759,1759,Ford Ecosport 1.5,4.85,113706,Diesel,Manual,2nd Owner,2014,2523,8
1760,1760,Tata Nexon EV,14.5,40000,Electric,Automatic,1st Owner,2020,1497,8
1761,1761,Mahindra Scorpio EX,5.5,100000,Diesel,Manual,2nd Owner,2012,1599,5
1762,1762,Mahindra Marazzo M6,14.85,36700,Diesel,Manual,1st Owner,2021,2393,7
1763,1763,Hyundai Verna 1.6,2.5,40000,Petrol,Manual,2nd Owner,2009,2755,7
1764,1764,Toyota Innova Crysta,24.5,50000,Diesel,Manual,1st Owner,2020,1197,5
1765,1765,Toyota Innova Crysta,26.5,50000,Diesel,Automatic,1st Owner,2019,2987,7
1766,1766,Hyundai Grand i10,6.0,40000,Petrol,Manual,1st Owner,2019,1199,5
1767,1767,Mercedes-Benz GLS 350d,65.0,135000,Diesel,Automatic,1st Owner,2018,1968,5
1768,1768,Honda Jazz 1.2,6.1,40000,Petrol,Manual,1st Owner,2016,1591,5
1769,1769,Audi A6 35,33.0,15000,Diesel,Automatic,1st Owner,2016,2987,5
1770,1770,Hyundai Creta 1.6,10.35,39000,Petrol,Automatic,1st Owner,2016,1364,5
1771,1771,Mercedes-Benz GLE 350d,47.5,60000,Diesel,Automatic,2nd Owner,2016,2755,7
1772,1772,Toyota Etios GD,3.2,120000,Diesel,Manual,4th Owner,2013,2143,5
1773,1773,Toyota Innova Crysta,25.75,60000,Diesel,Automatic,1st Owner,2019,1995,5
1774,1774,Mercedes-Benz GLE 250d,49.5,45000,Diesel,Automatic,1st Owner,2017,2179,7
1775,1775,BMW X1 sDrive,36.75,23000,Diesel,Automatic,1st Owner,2019,1198,6
1776,1776,Mahindra XUV500 W11,17.0,46952,Diesel,Automatic,1st Owner,2019,1598,5
1777,1777,Mahindra KUV 100,4.5,35000,Diesel,Manual,2nd Owner,2017,1582,5
1778,1778,Skoda Rapid 1.6,4.3,70000,Petrol,Manual,2nd Owner,2014,998,5
1779,1779,Hyundai Verna CRDi,8.8,90000,Diesel,Manual,2nd Owner,2018,1197,5
1780,1780,Maruti Celerio X,4.25,35000,Petrol,Manual,1st Owner,2018,1197,5
1781,1781,Hyundai Grand i10,5.25,19400,Petrol,Manual,1st Owner,2018,1197,5
1782,1782,Hyundai i20 1.2,3.05,80000,Petrol,Manual,2nd Owner,2012,1353,5
1783,1783,Hyundai Grand i10,4.5,30900,Petrol,Manual,1st Owner,2015,2199,7
1784,1784,Kia Seltos GTX,17.5,30000,Petrol,Automatic,1st Owner,2021,1591,5
1785,1785,Hyundai Santa Fe,13.0,77000,Diesel,Automatic,1st Owner,2013,1591,5
1786,1786,Hyundai Creta 1.6,13.5,36000,Petrol,Manual,1st Owner,2018,1498,5
1787,1787,Hyundai Creta 1.6,14.5,19000,Petrol,Automatic,1st Owner,2019,1395,5
1788,1788,Ford Ecosport 1.5,8.25,70000,Diesel,Manual,1st Owner,2017,1984,5
1789,1789,Skoda Octavia Ambition,12.0,85000,Petrol,Manual,1st Owner,2014,1968,5
1790,1790,Audi A4 2.0,15.0,23000,Petrol,Automatic,1st Owner,2010,2982,7
1791,1791,Skoda Octavia Elegance,16.0,75000,Diesel,Automatic,1st Owner,2015,1798,5
1792,1792,Toyota Fortuner 4x4,19.5,85000,Diesel,Automatic,1st Owner,2013,2494,5
1793,1793,Toyota Corolla Altis,7.75,50000,Petrol,Manual,1st Owner,2012,2982,7
1794,1794,Toyota Camry Hybrid,23.0,50000,Electric,Automatic,1st Owner,2015,1969,7
1795,1795,Toyota Fortuner 4x4,25.5,60000,Diesel,Automatic,1st Owner,2016,1984,5
1796,1796,Volvo XC 90,65.0,60000,Diesel,Automatic,1st Owner,2018,2400,5
1797,1797,Volvo S60 D4,22.0,36000,Diesel,Automatic,1st Owner,2015,2698,5
1798,1798,Volvo XC60 D5,24.0,120000,Diesel,Automatic,1st Owner,2015,1968,5
1799,1799,Audi A6 2.7,13.0,70000,Diesel,Automatic,1st Owner,2010,1998,4
1800,1800,Audi Q3 2.0,16.0,94000,Diesel,Automatic,2nd Owner,2013,2967,7
1801,1801,Mini 3 DOOR,37.5,9000,Petrol,Automatic,1st Owner,2018,2967,7
1802,1802,Audi Q7 3.0,23.0,135000,Diesel,Automatic,1st Owner,2013,1995,5
1803,1803,Audi Q7 45,58.0,70000,Diesel,Automatic,1st Owner,2018,1995,5
1804,1804,BMW 3 Series,15.0,39000,Diesel,Automatic,1st Owner,2011,1995,5
1805,1805,BMW 3 Series,16.0,50000,Diesel,Automatic,1st Owner,2012,2993,5
1806,1806,BMW 3 Series,45.0,8000,Diesel,Automatic,1st Owner,2020,2925,5
1807,1807,BMW X3 xDrive30d,40.0,50000,Diesel,Automatic,1st Owner,2016,1995,5
1808,1808,Mercedes-Benz S-Class S,1.3,14000,Diesel,Automatic,1st Owner,2020,1199,5
1809,1809,BMW 5 Series,46.0,40000,Diesel,Automatic,1st Owner,2018,1498,5
1810,1810,Volkswagen Polo Diesel,3.75,196000,Diesel,Manual,2nd Owner,2013,1497,5
1811,1811,Volkswagen Vento 1.5,8.5,95000,Diesel,Automatic,1st Owner,2018,1796,5
1812,1812,Tata Nexon 1.5,7.5,48632,Diesel,Manual,1st Owner,2018,1498,5
1813,1813,Mercedes-Benz C-Class 200,8.0,90000,Petrol,Automatic,2nd Owner,2008,2143,5
1814,1814,Volkswagen Vento 1.5,8.5,95000,Diesel,Automatic,1st Owner,2018,1950,5
1815,1815,Mercedes-Benz C-Class C,39.0,55000,Diesel,Automatic,1st Owner,2018,2143,5
1816,1816,Mercedes-Benz E-Class Exclusive,47.0,18000,Diesel,Automatic,1st Owner,2017,1496,5
1817,1817,Mercedes-Benz GLC 220d,50.0,29000,Diesel,Automatic,1st Owner,2018,2993,5
1818,1818,Toyota Yaris J,11.0,5000,Petrol,Automatic,1st Owner,2020,1197,5
1819,1819,BMW 7 Series,70.0,25000,Diesel,Automatic,1st Owner,2017,814,5
1820,1820,Hyundai i10 Asta,3.25,41000,Petrol,Manual,2nd Owner,2011,999,5
1821,1821,Hyundai EON Era,2.5,63463,Petrol,Manual,1st Owner,2013,796,5
1822,1822,Renault Kiger RXT,8.99,20000,Petrol,Automatic,1st Owner,2021,1197,5
1823,1823,Maruti Alto 800,2.67,69852,Petrol,Manual,1st Owner,2014,998,5
1824,1824,Hyundai Grand i10,5.25,29584,Petrol,Automatic,1st Owner,2016,999,7
1825,1825,Maruti Wagon R,3.95,27514,Petrol,Manual,1st Owner,2014,1197,5
1826,1826,Renault Triber RXZ,6.9,30339,Petrol,Manual,1st Owner,2019,998,5
1827,1827,Maruti Baleno Alpha,8.5,39386,Petrol,Automatic,1st Owner,2019,1086,5
1828,1828,Maruti Wagon R,3.0,64671,Petrol,Manual,1st Owner,2012,1248,5
1829,1829,Hyundai Santro Sportz,4.9,30670,Petrol,Manual,1st Owner,2019,1197,5
1830,1830,Maruti Swift VDI,6.7,46086,Diesel,Manual,1st Owner,2018,998,5
1831,1831,Maruti Baleno 1.2,5.5,70346,Petrol,Manual,1st Owner,2015,1198,5
1832,1832,Maruti Wagon R,1.5,50000,Petrol,Manual,1st Owner,2005,998,5
1833,1833,Honda Amaze S,4.0,80000,Petrol,Manual,1st Owner,2015,998,5
1834,1834,Maruti Wagon R,4.49,58365,Petrol,Automatic,1st Owner,2016,1197,5
1835,1835,Maruti Wagon R,4.99,12000,Petrol,Manual,1st Owner,2017,1197,5
1836,1836,Hyundai i20 Magna,2.9,58182,Petrol,Manual,1st Owner,2009,1248,5
1837,1837,Hyundai Grand i10,3.25,325000,Petrol,Manual,1st Owner,2013,1956,5
1838,1838,Fiat Punto 1.3,2.7,127152,Diesel,Manual,1st Owner,2014,1248,5
1839,1839,Jeep Compass 2.0,12.2,98492,Diesel,Manual,1st Owner,2018,1968,5
1840,1840,Maruti Swift Dzire,7.75,23000,Diesel,Automatic,1st Owner,2018,2755,7
1841,1841,Audi A3 35,20.75,45000,Diesel,Automatic,1st Owner,2017,3198,7
1842,1842,Toyota Innova Crysta,24.9,63001,Diesel,Automatic,1st Owner,2019,1462,6
1843,1843,Ford Endeavour 3.2,20.5,72000,Diesel,Automatic,1st Owner,2016,2755,7
1844,1844,Maruti XL6 Zeta,11.45,26000,Petrol,Manual,1st Owner,2020,2393,7
1845,1845,Toyota Innova Crysta,20.75,46000,Diesel,Automatic,2nd Owner,2019,998,5
1846,1846,Toyota Innova Crysta,19.5,140000,Diesel,Manual,1st Owner,2018,1248,5
1847,1847,Hyundai Venue SX,10.6,3500,Petrol,Automatic,1st Owner,2021,1969,7
1848,1848,Maruti Ciaz ZDi,5.4,120000,Diesel,Manual,1st Owner,2015,1498,5
1849,1849,Volvo XC 90,65.0,39000,Diesel,Automatic,1st Owner,2018,998,5
1850,1850,Volkswagen Vento 1.5,9.5,79100,Diesel,Automatic,1st Owner,2017,1462,6
1851,1851,Maruti Zen Estilo,1.75,60000,Petrol,Manual,2nd Owner,2009,1497,5
1852,1852,Maruti XL6 Alpha,10.0,30000,Petrol,Manual,1st Owner,2022,1598,5
1853,1853,Tata Altroz XZ,8.25,46000,Diesel,Manual,1st Owner,2020,1199,5
1854,1854,Volkswagen Vento 1.6,8.6,65232,Petrol,Manual,1st Owner,2018,1493,7
1855,1855,Volkswagen Polo Diesel,2.7,106865,Diesel,Manual,1st Owner,2010,2609,7
1856,1856,Mahindra TUV 300,8.0,49900,Diesel,Automatic,1st Owner,2016,1498,5
1857,1857,Mahindra Scorpio SLX,2.65,100000,Diesel,Manual,3rd Owner,2007,1086,5
1858,1858,Ford Aspire 1.5,5.25,110000,Diesel,Manual,1st Owner,2015,1462,5
1859,1859,Hyundai Santro Magna,5.76,9000,Petrol,Automatic,1st Owner,2020,3198,7
1860,1860,Maruti SX4 S,9.45,15000,Petrol,Manual,1st Owner,2020,1248,5
1861,1861,Ford Endeavour Titanium,32.5,45000,Diesel,Automatic,1st Owner,2019,1497,7
1862,1862,Maruti Swift VDI,4.5,100000,Diesel,Manual,2nd Owner,2013,1396,5
1863,1863,Honda BR-V i-VTEC,8.15,80000,Petrol,Automatic,2nd Owner,2017,998,5
1864,1864,Hyundai i20 Sportz,5.32,80000,Diesel,Manual,1st Owner,2015,1497,5
1865,1865,Hyundai i20 Asta,11.25,11000,Petrol,Automatic,1st Owner,2021,1396,5
1866,1866,Honda City i,7.25,50000,Petrol,Automatic,2nd Owner,2015,1197,5
1867,1867,Hyundai i20 Asta,5.75,90000,Diesel,Manual,1st Owner,2015,1498,5
1868,1868,Hyundai Grand i10,5.0,90000,Petrol,Manual,1st Owner,2018,1591,5
1869,1869,Skoda Rapid 1.5,9.75,93500,Diesel,Automatic,1st Owner,2019,998,5
1870,1870,Hyundai Creta 1.6,9.99,32000,Petrol,Automatic,2nd Owner,2017,936,5
1871,1871,Maruti Wagon R,3.4,60000,Petrol,Manual,1st Owner,2014,1498,5
1872,1872,Chevrolet Beat Diesel,2.15,70000,Diesel,Manual,2nd Owner,2015,1984,4
1873,1873,Honda City ZX,8.6,70000,Petrol,Automatic,2nd Owner,2017,1799,5
1874,1874,Volkswagen Beetle 2.0,15.25,18999,Petrol,Automatic,2nd Owner,2010,1248,5
1875,1875,Honda Civic 1.8,3.5,110000,Petrol,Automatic,2nd Owner,2007,1197,5
1876,1876,Maruti Swift Dzire,3.15,145000,Diesel,Manual,2nd Owner,2011,1461,5
1877,1877,Hyundai i10 Magna,1.9,60000,Petrol,Manual,1st Owner,2008,998,5
1878,1878,Renault Pulse RxL,2.5,50000,Diesel,Manual,1st Owner,2012,1197,5
1879,1879,Maruti Wagon R,3.3,70000,Petrol,Manual,2nd Owner,2015,2999,7
1880,1880,Hyundai i20 Active,5.9,48000,Petrol,Manual,1st Owner,2015,1186,5
1881,1881,Isuzu MU 7,8.0,80000,Diesel,Manual,3rd Owner,2014,1582,5
1882,1882,Hyundai Aura S,7.75,40000,Diesel,Manual,1st Owner,2020,1248,5
1883,1883,Hyundai Verna 1.6,7.0,50000,Diesel,Manual,1st Owner,2015,1995,5
1884,1884,Fiat Punto Pure,2.0,158763,Diesel,Manual,1st Owner,2012,2179,7
1885,1885,BMW 3 Series,31.5,35000,Diesel,Automatic,1st Owner,2017,2179,7
1886,1886,Tata Safari Storme,3.1,90000,Diesel,Manual,2nd Owner,2012,1497,5
1887,1887,Mahindra XUV500 W8,7.5,120000,Diesel,Manual,3rd Owner,2013,2179,7
1888,1888,Honda City i,5.5,60000,Petrol,Manual,2nd Owner,2015,1497,5
1889,1889,Mahindra XUV500 W8,9.0,70000,Diesel,Manual,1st Owner,2015,1598,5
1890,1890,Honda City E,4.25,97320,Petrol,Manual,1st Owner,2012,1199,5
1891,1891,Volkswagen Vento Diesel,4.9,118393,Diesel,Manual,1st Owner,2014,1368,5
1892,1892,Honda Jazz ZX,8.9,24774,Petrol,Manual,1st Owner,2021,999,5
1893,1893,Fiat Linea Emotion,1.7,50000,Petrol,Manual,1st Owner,2010,1968,5
